1000792	1
6190119	2
613013	3
3100570	4
4170694	5
1270354	6
3260868	7
2270388	8
12101942	9
3380088	10
2390694	11
4530796	12
1600307	13
3630145	14
3610558	15
2700384	16
3850033	17
1870640	18
1071212	19
4181225	20
3141990	21
3221417	22
53412	23
2321401	24
4391454	25
232178	26
3361295	27
4441551	28
4401367	29
4461878	30
1531654	31
2511471	32
4641326	33
364123	34
1771837	35
3741857	36
1741980	37
3881937	38
2881695	39
3911220	40
3961729	41
5991925	42
2002016	43
1052417	44
2052663	45
2002162	46
1112209	47
4162717	48
527261	49
1222221	50
4242024	51
3322819	52
4332951	53
1302794	54
14920443	55
15127665	56
4592869	57
15125855	58
2632470	59
3762807	60
4722752	61
3792464	62
1742579	63
5862828	64
684283	65
1812699	66
2942752	67
393259	68
1073790	69
2093791	70
3123844	71
3163455	72
4123261	73
818319	74
1243	75
328321	76
3233822	77
12238521	78
4273169	79
33438	80
1363646	81
2353853	82
3473905	83
2423601	84
241372	85
1493395	86
4513732	87
1593862	88
3503167	89
2583273	90
3683727	91
7623292	92
1733	93
3783117	94
3873614	95
2803459	96
2813292	97
3903900	98
3953941	99
4024258	100
1024257	101
3164318	102
1154142	103
12141053	104
12141018	105
12141062	106
12141071	107
12243061	108
12143102	109
12142131	110
12141110	111
12141277	112
12141240	113
12142245	114
12146263	115
3274031	116
12142321	117
12141331	118
12142458	119
12141441	120
12142414	121
12141478	122
12140488	123
12147536	124
12143504	125
12141538	126
12143666	127
6264766	128
12140616	129
323496	130
12141796	131
12141747	132
12140731	133
12142753	134
12141707	135
12140889	136
12141837	137
12140880	138
12141937	139
12143969	140
8344907	141
3344818	142
1384327	143
5394023	144
4434911	145
242486	146
6524999	147
867411	148
1664549	149
4704270	150
2784685	151
1824775	152
3924702	153
1964334	154
3974068	155
3015511	156
2005055	157
4155306	158
5195972	159
5285	160
627520	161
12153229	162
12151642	163
1295363	164
12152640	165
12152707	166
12150812	167
2215192	168
3385314	169
4385426	170
1375290	171
840560	172
4475060	173
15652131	174
552554	175
453565	176
3535082	177
2565084	178
7545186	179
1615046	180
1785744	181
2765156	182
3815643	183
3895840	184
1845470	185
2955426	186
3935845	187
6965375	188
2016603	189
4016919	190
2116310	191
1146631	192
5176952	193
5286	194
3216611	195
12164189	196
520642	197
4236126	198
628698	199
2346546	200
1346078	201
2316986	202
3326398	203
6546065	204
2616556	205
1756001	206
1716533	207
3846247	208
3846270	209
887697	210
3996003	211
8986226	212
1916461	213
3936598	214
4047211	215
3067129	216
4037964	217
608759	218
5147723	219
317713	220
319767	221
2297509	222
2267414	223
425758	224
530791	225
1337147	226
7347460	227
4387764	228
2307586	229
4467706	230
1407419	231
4537445	232
1557664	233
15373901	234
7647491	235
3757378	236
1717579	237
3897824	238
2867167	239
186728	240
2967307	241
1927126	242
1078547	243
919872	244
2178647	245
1148484	246
3238005	247
4228125	248
2258992	249
838840	250
2368818	251
3378551	252
1338982	253
2468107	254
2568145	255
3538869	256
375888	257
3868434	258
4079114	259
917969	260
12492104	261
12192281	262
12193596	263
12195690	264
3209073	265
827938	266
4349655	267
4439817	268
3469258	269
15090103	270
2509917	271
4579748	272
4599571	273
3579196	274
3509692	275
2649847	276
1669086	277
1739720	278
3709892	279
2809222	280
3879441	281
2919807	282
2969617	283
2929777	284
